Key,English
DishongEntityLootContainerRadSteveAndTomLoot,Special Loot
DishongEntityLootContainerRadZombieMaleLoot,Special Loot
DishongEntityLootContainerRadFatZombieLoot,Special Loot
DishongEntityLootContainerRadNurseLoot,Special Loot
DishongEntityLootContainerRadLabWorkerLoot,Special Loot

perkGreaseMonkeyRank1Desc,Wheely good
perkGreaseMonkeyRank1LongDesc,Congratulations - you are now as smart as a primitive human!\n\nCraft wheels 33% cheaper.\n\nRepair kits are 10 percent more effective on vehicles.
perkGreaseMonkeyRank2Desc,Oil be back
perkGreaseMonkeyRank2LongDesc,"Not quite a fully-fledged grease monkey, but at least it's a start.\n\nRepair kits are 20 percent more effective on vehicles."
perkGreaseMonkeyRank3Desc,Life's a gas
perkGreaseMonkeyRank3LongDesc,Now you're starting to know your way around a toolbox!\n\nRepair kits are 30 percent more effective on vehicles.
perkGreaseMonkeyRank4Desc,Not very basic
perkGreaseMonkeyRank4LongDesc,"Your mechanical prowess is that of a professional pit crew!\n\nRepair kits are 40 percent more effective on vehicles."
perkGreaseMonkeyRank5Desc,At last!!
perkGreaseMonkeyRank5LongDesc,"You're a full-on aeronautical MacGyver.\nCraft gyrocopter parts 33% cheaper.\n\nRepair kits are 50 percent more effective on vehicles."
vehiclesT1,Tier 1: Wheels
vehiclesT2,Tier 2: Oil
vehiclesT3,Tier 3: Gas Cans
vehiclesT4,Tier 4: Acid
vehiclesT5,Tier 5: Gyrocopter

harvestingToolsSkillMagazineDT,Tools Digest
repairToolsSkillMagazineDT,Handy Land
salvageToolsSkillMagazineDT,Scrapping 4 Fun
vehiclesSkillMagazineDT,Vehicle Adventures
workstationSkillMagazineDT,Forge Ahead
armorSkillMagazineDT,Armored Up
electricianSkillMagazineDT,Wiring 101
trapsSkillMagazineDT,Electrical Traps
foodSkillMagazineDT,Home Cooking Weekly
bowsSkillMagazineDT,Bow Hunters
handgunsSkillMagazineDT,Handgun Magazine
machineGunsSkillMagazineDT,Tactical Warfare
riflesSkillMagazineDT,Rifle World
shotgunsSkillMagazineDT,Shotgun Weekly
medicalSkillMagazineDT,Medical Journal
bladesSkillMagazineDT,Knife Guy
clubsSkillMagazineDT,Big Hitters
knucklesSkillMagazineDT,Furious Fists
sledgehammersSkillMagazineDT,Get Hammered
spearsSkillMagazineDT,Sharp Sticks
roboticsSkillMagazineDT,Tech Planet
explosivesSkillMagazineDT,Explosive Magazine
zombieArlene,Moonlunaplays
zombieArleneFeral,Feral Moonlunaplays
zombieArleneRadiated,Radiated Moonlunaplays
zombieBiker,Zilox
zombieBikerFeral,Feral Zilox
zombieBikerRadiated,Radiated Zilox
zombieBoe,w00kien00kie
zombieBoeFeral,Feral w00kien00kie
zombieBoeRadiated,Radiated w00kien00kie
zombieBurnt,Jagz_1
zombieBurntFeral,Feral Jagz_1
zombieBurntRadiated,Radiated Jagz_1
zombieDarlene,Lumun
zombieDarleneFeral,Feral Lumun
zombieDarleneRadiated,Radiated Lumun
zombieFatCop,Frantic_Dan
zombieFatCopFeral,Feral Frantic_Dan
zombieFatCopRadiated,Radiated Frantic_Dan
zombieJanitor,HellsJanitor
zombieJanitorFeral,Feral HellsJanitor
zombieJanitorRadiated,Radiated HellsJanitor
zombieLab,Kualija
zombieLabFeral,Feral Kualija
zombieLabRadiated,Radiated Kualija
zombieLumberjack,JonahBirch
zombieLumberjackFeral,Feral JonahBirch
zombieLumberjackRadiated,Radiated JonahBirch
zombieMaleHazmat,MidnightDesigner
zombieMaleHazmatFeral,Feral MidnightDesigner
zombieMaleHazmatRadiated,Radiated MidnightDesigner
zombieMarlene,Misterri
zombieMarleneFeral,Feral Misterri
zombieMarleneRadiated,Radiated Misterri
zombieMoe,PitchSilent
zombieMoeFeral,Feral PitchSilent
zombieMoeRadiated,Radiated PitchSilent
zombieNurse,RambunctiousRed
zombieNurseFeral,Feral RambunctiousRed
zombieNurseRadiated,Radiated RambunctiousRed
zombieSkateboarder,sphereII
zombieSkateboarderFeral,Feral sphereII
zombieSkateboarderRadiated,Radiated sphereII
zombieYo,YubiNashi
zombieYoFeral,Feral YubiNashi
zombieYoRadiated,Radiated YubiNashi
zombieWightFeral,Tyrant - Mr.X
zombieWightRadiated,Radiated Tyrant - Mr.X

loadingTipDishong1,"All seed crafting is unlocked by default, and some seeds only require a couple of food items to make. There are SOME usuable farmplots in the tower ..."
loadingTipDishong1_title,Seeds
loadingTipDishong2,"Almost every zombie will drop a loot bag once dead, and specific zombies will have a chance to drop specific loot."
loadingTipDishong2_title,Zombie Loot
loadingTipDishong3,"Skill magazines can be found in their usual places, and certain zombies have a chance to give certain magazines in their loot bag."
loadingTipDishong3_title,Skill Magazines
loadingTipDishong4,"Loot respawn is integral to completing this challenge. Loot will automatically restock after a certain period of time, determined by the 'Loot Respawn' number you set before starting the game."
loadingTipDishong4_title,Looting
loadingTipDishong5,"Zombies can now be set to respawn after a time you decide. Check the 'Dishong' tab on the main menu, and set the number of days you want between zombies respawning in the tower."
loadingTipDishong5_title,Zombie respawns
loadingTipDishong6,"Resources are scarce in the tower, but you will be able to find or craft everything you need to complete the challenge. Some resources, like old cash, can be used in recipes - so make sure you check the recipes for EVERYTHING. Also, some of the rarer resources, like acid, can now be crafted. It can also be looted from zombies - along with antibiotics and beakers."
loadingTipDishong6_title,Resources
loadingTipDishong7,"Crafting workstations, and tools like the crucible, and vehicles themselves, take fewer magazines to read before they unlock."
loadingTipDishong7_title,Crafting
loadingTipDishong8,"Trying to leave the tower other than by gyrocopter is a very bad idea ..."
loadingTipDishong8_title,Cheating
loadingTipDishong9,"Certain in-game functions, like zombie health bars and XP pop-ups, can be enabled or disabled from the pause menu. Pause the game, click 'video' then the 'Customization' tab."
loadingTipDishong9_title,Customization
loadingTipDishong10,"Thanks to w00kien00kie for the custom code, Khelldon for the custom menu, Frantic_Dan for ideas & xpath help, Zilox, Midnight Designer, SphereII, and Pitchsilent for the original base mod and concept."
loadingTipDishong10_title,Special Thanks
loadingTipDishong11,"Horde nights CAN be disabled from the main menu if you wish, or, if you'd rather have more choice, the 'Avoid Bloodmoon' injection can be crafted."
loadingTipDishong11_title,Horde Night
loadingTipDishong12,"There are many changes from vanilla for resource gathering. Clay soil, for example, can be found by harvesting potted plants, farm plots, and destroyed stone"
loadingTipDishong12_title,Tower Resources
loadingTipDishong13,"You can lock slots in your inventory by hovering over a slot and pressing 'X'. The slot will have a green border, indicating it is locked."
loadingTipDishong13_title,Locked Slots
loadingTipDishong14,"Keep it repaired. Look after your wrench, and your wrench will look after you."
loadingTipDishong14_title,Wrench

resourcePaper,"Chinese Takeout Menu"
resourcePaperDesc,"'Chicken' Fried 'Rice'\n'Fresh' 'Egg' Rolls\nGeneral MD's Chicken\nDeep-fried wontons with hot cream cheese and crab\n\n$2 Tuesday Buffet!\n*Zombies Eat Free on Tuesdays"
tutorialTipQuest01,"Welcome to the Dishong Tower Challenge.\n\nFight your way up the top of the tower, looting and crafting everything you need to craft a gyrocopter to make your escape from the top. \nFailure is not an option. \n\nRULES:\nYou must enter the Dishong Tower immediately (being on the front porch counts as being in) and cannot leave thereafter. The rubble on the ground around the tower is NOT part of the tower, and as such may NOT be used to support any structures, or to grow any crops, unless you can do this WITHOUT touching it. \nYou may build bridges off the side of the building to reach things, but those bridges must support themselves and cannot touch the ground.\nYou may not mine or dig under the building.\nAll default game settings, unless you want to turn up the size of the hordes. It's recommended to have loot respawn set to 7 days.\nIf you die, the game is over.\nYou must survive until you are able to build a gyrocopter and fly off the roof.\n\nYou have ONE life. Make it count."
tutorialTipQuest01_title,Started The Dishong Tower Challenge

challenge_StartingDishingTower,"Do you think you have what it takes?"
challenge_StartingDishingTower_description,"Do you have what it takes to complete the Dishong Tower Challenge? Prove it."
challenge_StartingDishingTower_subtitle,"Prove your worth."
challenge_StartingDishingTower_offer,"So you think you can handle the Dishong Tower Challenge? The worlds gone to hell in a handbasket, and you think you can just leisurely walk in for some fun?\n\nYeh, right."

dishongTowerBundle,Dishong Tower Challenge Starter Items,,
dishongTowerBundleDesc,Starter items for the dishong tower challenge.,,
quest_DishongTowerChallenge01,"Gather Gyrocopter Accessories 1/4"
quest_DishongTowerChallenge01_offer,"Gather resources for the gyrocopter accessories."
quest_DishongTowerChallenge01_description,"Gather resources for the gyrocopter accessories."
quest_DishongTowerChallenge01_subtitle,"Gather resources for the gyrocopter accessories."


quest_DishongTowerChallenge02,"Gather Gyrocopter Chassis 2/4"
quest_DishongTowerChallenge02_offer,"Gather resources for the gyrocopter chassis."
quest_DishongTowerChallenge02_description,"Gather resources for the gyrocopter chassis."
quest_DishongTowerChallenge02_subtitle,"Gather resources for the gyrocopter chassis."

quest_DishongTowerChallenge03,"Gather Gyrocopter Parts 3/4"
quest_DishongTowerChallenge03_offer,"Gather all the parts to craft a gyrocopter, and craft the gyrocopter."
quest_DishongTowerChallenge03_description,"Gather all the parts to craft a gyrocopter, and craft the gyrocopter."
quest_DishongTowerChallenge03_subtitle,"Craft the gyrocopter."

quest_DishongTowerChallenge04,"Gather Gyrocopter Parts 4/4"
quest_DishongTowerChallenge04_offer,"Fly! Fly, my pretty!! Trader Jen is your salvation!!"
quest_DishongTowerChallenge04_description,"Escape the Dishong Tower!"
quest_DishongTowerChallenge04_subtitle,"Escape the Tower!"

Challenge Completion,"You made it!!"
Challenge Completion_offer,"Challenge complete!"
Challenge Completion_description,"Congratulations on escaping the Tower!"
Challenge Completion_subtitle,"Congratulations!"

Quest_Completion_tip_title,Completed The Dishong Tower Challenge
Quest_Completion_tip,"[FFFF00]Congratulations! [-]\n\n[008000]You have successfully completed the Dishong Tower challenge! [-]\n\n[FF0000]Want another challenge? \n\nTry The Spencer Mansion Incident![-]"
